"","Facility.Name","City","Number.of.Patients"
"1212","RED BAY HOSPITAL","RED BAY",NA
"1213","RED BAY HOSPITAL","RED BAY",NA
"1214","RED BAY HOSPITAL","RED BAY",NA
"1215","RED BAY HOSPITAL","RED BAY",NA
"1216","RED BAY HOSPITAL","RED BAY",NA
"1217","RED BAY HOSPITAL","RED BAY",NA
"1218","RED BAY HOSPITAL","RED BAY",NA
"1219","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1220","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1221","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1222","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1223","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1224","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1225","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1226","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1227","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1228","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1229","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1230","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1231","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1232","CHOCTAW GENERAL HOSPITAL","BUTLER",NA
"1233","ST VINCENTS BLOUNT","ONEONTA",NA
"1234","ST VINCENTS BLOUNT","ONEONTA",26
"1235","ST VINCENTS BLOUNT","ONEONTA",52
"1236","ST VINCENTS BLOUNT","ONEONTA",NA
"1237","ST VINCENTS BLOUNT","ONEONTA",NA
"1238","ST VINCENTS BLOUNT","ONEONTA",NA
"1239","ST VINCENTS BLOUNT","ONEONTA",NA
"1240","ST VINCENTS BLOUNT","ONEONTA",NA
"1241","ST VINCENTS BLOUNT","ONEONTA",NA
"1242","ST VINCENTS BLOUNT","ONEONTA",NA
"1243","ST VINCENTS BLOUNT","ONEONTA",NA
"1244","ST VINCENTS BLOUNT","ONEONTA",NA
"1245","ST VINCENTS BLOUNT","ONEONTA",NA
"1246","ST VINCENTS BLOUNT","ONEONTA",NA
"1247","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1248","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1249","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1250","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1251","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1252","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1253","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1254","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1255","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1256","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1257","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1258","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1259","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1260","TANNER MEDICAL CENTER-EAST ALABAMA","WEDOWEE",NA
"1261","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1262","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1263","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1264","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1265","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1266","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1267","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1268","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1269","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1270","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1271","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1272","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1273","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1274","THE CHILDREN'S HOSPITAL OF ALABAMA","BIRMINGHAM",NA
"1275","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1276","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1277","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1278","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1279","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1280","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1281","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1282","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1283","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1284","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1285","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1286","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1287","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
"1288","USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL","MOBILE",NA
